Area,GWASId,RingNumber,RingYear,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Buunderkamp,153,AU...30759,2013,,,,,,,,,,,,,,,,,,,,1,,
Westerheide,900,AU...16741,2013,,,,,,,,,,,,,,,,,,,,1,,
Hoge_Veluwe,216,BA...97315,2013,,,,,,,,,,,,,,,,,,,,1,,
Westerheide,197,AU...34037,2013,,,,,,,,,,,,,,,,,,,,1,,
Oosterhout,838,AU...29647,2013,,,,,,,,,,,,,,,,,,,,1,,
Roekelse_Bos,833,AU...18055,2013,,,,,,,,,,,,,,,,,,,,1,,
Roekelse_Bos,832,AU...18053,2013,,,,,,,,,,,,,,,,,,,,1,,
Westerheide,192,AU...16750,2013,,,,,,,,,,,,,,,,,,,,1,1,
Warnsborn,195,AU...16749,2013,,,,,,,,,,,,,,,,,,,,1,,
Warnsborn,175,AU...16747,2013,,,,,,,,,,,,,,,,,,,,1,,
Westerheide,177,AU...16746,2013,,,,,,,,,,,,,,,,,,,,1,,
Westerheide,200,AU...16745,2013,,,,,,,,,,,,,,,,,,,,1,,
Westerheide,920,AU...34200,2013,,,,,,,,,,,,,,,,,,,,1,1,1
Westerheide,189,AU...16743,2013,,,,,,,,,,,,,,,,,,,,1,,
Westerheide,828,AU...34210,2013,,,,,,,,,,,,,,,,,,,,1,1,
Oosterhout,824,AU...14968,2013,,,,,,,,,,,,,,,,,,,,1,,
Oosterhout,3175,AU...14825,2013,,,,,,,,,,,,,,,,,,,,,1,
Oosterhout,3038,AU...14789,2013,,,,,,,,,,,,,,,,,,,,,1,1
Oosterhout,826,AU...14690,2013,,,,,,,,,,,,,,,,,,,,1,,
Oosterhout,3033,AU...14659,2013,,,,,,,,,,,,,,,,,,,,,1,1
Warnsborn,185,AR...90997,2013,,,,,,,,,,,,,,,,,,,,1,1,1
Westerheide,193,AR...90850,2013,,,,,,,,,,,,,,,,,,,,1,1,
Westerheide,201,AR...90849,2013,,,,,,,,,,,,,,,,,,,,1,1,
Warnsborn,188,AR...90848,2013,,,,,,,,,,,,,,,,,,,,1,,
Westerheide,171,AR...34038,2013,,,,,,,,,,,,,,,,,,,,1,,
Warnsborn,3176,AU...19552,2013,,,,,,,,,,,,,,,,,,,,,1,
Warnsborn,939,AU...16744,2013,,,,,,,,,,,,,,,,,,,,1,,
Bennekomse_Bos,435,AU...65034,2013,,,,,,,,,,,,,,,,,,,,1,1,
Bennekomse_Bos,380,AU...29656,2013,,,,,,,,,,,,,,,,,,,,1,1,
Warnsborn,1825,AU...35001,2013,,,,,,,,,,,,,,,,,,,,,1,1
Warnsborn,1,AU...34125,2013,,,,,,,,,,,,,,,,,,,,,1,1
Bennekomse_Bos,520,V...651929,2013,,,,,,,,,,,,,,,,,,,,1,,
Bennekomse_Bos,535,AU...65332,2013,,,,,,,,,,,,,,,,,,,,1,1,
Bennekomse_Bos,534,AU...65317,2013,,,,,,,,,,,,,,,,,,,,1,,
Bennekomse_Bos,533,AU...65301,2013,,,,,,,,,,,,,,,,,,,,1,,
Bennekomse_Bos,532,AU...65047,2013,,,,,,,,,,,,,,,,,,,,1,1,
Bennekomse_Bos,521,AU...65038,2013,,,,,,,,,,,,,,,,,,,,1,,
Bennekomse_Bos,454,AU...65037,2013,,,,,,,,,,,,,,,,,,,,1,,
Westerheide,834,AU...34101,2013,,,,,,,,,,,,,,,,,,,,1,,
Bennekomse_Bos,528,AU...65035,2013,,,,,,,,,,,,,,,,,,,,1,,
Bennekomse_Bos,420,AU...65027,2013,,,,,,,,,,,,,,,,,,,,1,,
Bennekomse_Bos,422,AU...65030,2013,,,,,,,,,,,,,,,,,,,,1,,
Bennekomse_Bos,421,AU...65029,2013,,,,,,,,,,,,,,,,,,,,1,,
Hoge_Veluwe,258,AR...89268,2013,,,,,,,,,,,,,,,,,,,,1,1,1
Bennekomse_Bos,530,AU...65025,2013,,,,,,,,,,,,,,,,,,,,1,,
Bennekomse_Bos,427,AU...65024,2013,,,,,,,,,,,,,,,,,,,,1,,
Bennekomse_Bos,518,AU...65023,2013,,,,,,,,,,,,,,,,,,,,1,,
Warnsborn,28,AU...19762,2013,,,,,,,,,,,,,,,,,,,,,1,1
Warnsborn,429,AU...16738,2013,,,,,,,,,,,,,,,,,,,,1,1,
Warnsborn,441,AU...15473,2013,,,,,,,,,,,,,,,,,,,,1,1,
Warnsborn,914,AU...34273,2013,,,,,,,,,,,,,,,,,,,,1,,
Warnsborn,827,AU...34211,2013,,,,,,,,,,,,,,,,,,,,1,1,1
Bennekomse_Bos,513,AU...65036,2013,,,,,,,,,,,,,,,,,,,,1,1,
Warnsborn,883,AU...15471,2013,,,,,,,,,,,,,,,,,,,,1,1,
Hoge_Veluwe,909,AU...62072,2013,,,,,,,,,,,,,,,,,,,,1,1,1
Hoge_Veluwe,908,AU...62071,2013,,,,,,,,,,,,,,,,,,,,1,1,1
Hoge_Veluwe,930,AU...62057,2013,,,,,,,,,,,,,,,,,,,,1,1,1
Hoge_Veluwe,913,AU...62050,2013,,,,,,,,,,,,,,,,,,,,1,1,
Hoge_Veluwe,931,AU...62032,2013,,,,,,,,,,,,,,,,,,,,1,1,1
Hoge_Veluwe,206,AU...29959,2013,,,,,,,,,,,,,,,,,,,,1,1,
Hoge_Veluwe,936,AU...29878,2013,,,,,,,,,,,,,,,,,,,,1,1,1
Oosterhout,926,AR...92042,2013,,,,,,,,,,,,,,,,,,,,1,1,
Hoge_Veluwe,935,AU...29869,2013,,,,,,,,,,,,,,,,,,,,1,,
Hoge_Veluwe,261,AU...62069,2013,,,,,,,,,,,,,,,,,,,,1,1,1
Hoge_Veluwe,227,AR...93903,2013,,,,,,,,,,,,,,,,,,,,1,,
Hoge_Veluwe,202,AR...93901,2013,,,,,,,,,,,,,,,,,,,,1,1,1
Hoge_Veluwe,45,AR...92099,2013,,,,,,,,,,,,,,,,,,,,1,,
Oosterhout,927,AR...92049,2013,,,,,,,,,,,,,,,,,,,,1,,
Hoge_Veluwe,882,AX...08186,2013,,,,,,,,,,,,,,,,,,,,1,1,1
Bennekomse_Bos,423,AU...65031,2013,,,,,,,,,,,,,,,,,,,,1,,
Hoge_Veluwe,260,AR...92078,2013,,,,,,,,,,,,,,,,,,,,1,1,
Hoge_Veluwe,922,AU...29877,2013,,,,,,,,,,,,,,,,,,,,1,,
Hoge_Veluwe,910,AU...62083,2013,,,,,,,,,,,,,,,,,,,,1,,
Hoge_Veluwe,937,AU...64550,2013,,,,,,,,,,,,,,,,,,,,1,1,1
Hoge_Veluwe,210,AU...64774,2013,,,,,,,,,,,,,,,,,,,,1,,
Hoge_Veluwe,214,AU...64421,2013,,,,,,,,,,,,,,,,,,,,1,1,1
Hoge_Veluwe,213,AU...64126,2013,,,,,,,,,,,,,,,,,,,,1,1,1
Hoge_Veluwe,873,AU...64858,2013,,,,,,,,,,,,,,,,,,,,1,,
Hoge_Veluwe,212,AU...64117,2013,,,,,,,,,,,,,,,,,,,,1,,
Hoge_Veluwe,207,AU...62054,2013,,,,,,,,,,,,,,,,,,,,1,1,1
Hoge_Veluwe,887,AU...64054,2013,,,,,,,,,,,,,,,,,,,,1,,
Hoge_Veluwe,912,AU...64025,2013,,,,,,,,,,,,,,,,,,,,1,1,1
Hoge_Veluwe,209,AU...64049,2013,,,,,,,,,,,,,,,,,,,,1,,1
Hoge_Veluwe,932,AU...64052,2013,,,,,,,,,,,,,,,,,,,,1,,
Hoge_Veluwe,211,AU...64087,2013,,,,,,,,,,,,,,,,,,,,1,1,1
Buunderkamp,1592,AU...95518,2014,,,,,,,,,,,,,,,,,,,,,1,
Warnsborn,835,AU...35878,2014,,,,,,,,,,,,,,,,,,,,,1,
Westerheide,377,AU...35890,2014,,,,,,,,,,,,,,,,,,,,,1,
Warnsborn,385,AU...35864,2014,,,,,,,,,,,,,,,,,,,,,1,
Westerheide,399,AU...35440,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1632,V...590061,2014,,,,,,,,,,,,,,,,,,,,,1,
Bennekomse_Bos,303,AU...65550,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1588,AU...63642,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1587,AU...63699,2014,,,,,,,,,,,,,,,,,,,,,1,1
Hoge_Veluwe,1584,AU...63700,2014,,,,,,,,,,,,,,,,,,,,,1,1
Bennekomse_Bos,1756,AU...65591,2014,,,,,,,,,,,,,,,,,,,,,1,
Bennekomse_Bos,1757,AU...65590,2014,,,,,,,,,,,,,,,,,,,,,1,
Bennekomse_Bos,1762,AU...65561,2014,,,,,,,,,,,,,,,,,,,,,1,1
Buunderkamp,1627,AU...95531,2014,,,,,,,,,,,,,,,,,,,,,1,
Bennekomse_Bos,1755,AU...65552,2014,,,,,,,,,,,,,,,,,,,,,1,
Buunderkamp,1593,AU...95519,2014,,,,,,,,,,,,,,,,,,,,,1,
Bennekomse_Bos,1618,AU...65531,2014,,,,,,,,,,,,,,,,,,,,,1,
Westerheide,369,AU...35891,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1688,AU...64899,2014,,,,,,,,,,,,,,,,,,,,,1,1
Buunderkamp,1542,AU...95505,2014,,,,,,,,,,,,,,,,,,,,,1,
Buunderkamp,1586,AU...95506,2014,,,,,,,,,,,,,,,,,,,,,1,
Warnsborn,371,AU...34660,2014,,,,,,,,,,,,,,,,,,,,,1,1
Bennekomse_Bos,1767,AU...65559,2014,,,,,,,,,,,,,,,,,,,,,1,
Warnsborn,301,AU...34612,2014,,,,,,,,,,,,,,,,,,,,,1,1
Warnsborn,383,AU...34663,2014,,,,,,,,,,,,,,,,,,,,,1,
Warnsborn,291,AU...34651,2014,,,,,,,,,,,,,,,,,,,,,1,1
Westerheide,375,AU...34637,2014,,,,,,,,,,,,,,,,,,,,,1,1
Westerheide,297,AU...34636,2014,,,,,,,,,,,,,,,,,,,,,1,
Westerheide,296,AU...34634,2014,,,,,,,,,,,,,,,,,,,,,1,
Westerheide,400,AU...34655,2014,,,,,,,,,,,,,,,,,,,,,1,
Warnsborn,293,AU...34617,2014,,,,,,,,,,,,,,,,,,,,,1,1
Westerheide,401,AU...34656,2014,,,,,,,,,,,,,,,,,,,,,1,
Warnsborn,1139,AU...90077,2014,,,,,,,,,,,,,,,,,,,,,1,
Westerheide,384,AU...34610,2014,,,,,,,,,,,,,,,,,,,,,1,1
Hoge_Veluwe,1799,AU...62950,2014,,,,,,,,,,,,,,,,,,,,,1,1
Hoge_Veluwe,1573,AU...30331,2014,,,,,,,,,,,,,,,,,,,,,1,
Warnsborn,797,AU...90066,2014,,,,,,,,,,,,,,,,,,,,,1,1
Warnsborn,672,AU...90068,2014,,,,,,,,,,,,,,,,,,,,,1,1
Westerheide,295,AU...34633,2014,,,,,,,,,,,,,,,,,,,,,1,
Bennekomse_Bos,1740,AU...96237,2014,,,,,,,,,,,,,,,,,,,,,1,1
Warnsborn,372,AU...34661,2014,,,,,,,,,,,,,,,,,,,,,1,
Warnsborn,943,AU...90076,2014,,,,,,,,,,,,,,,,,,,,,1,1
Westerheide,393,AU...34659,2014,,,,,,,,,,,,,,,,,,,,,1,
Warnsborn,742,AU...35883,2014,,,,,,,,,,,,,,,,,,,,,1,1
Warnsborn,1017,AU...90074,2014,,,,,,,,,,,,,,,,,,,,,1,1
Westerheide,289,AU...34653,2014,,,,,,,,,,,,,,,,,,,,,1,1
Warnsborn,693,AU...90071,2014,,,,,,,,,,,,,,,,,,,,,1,1
Warnsborn,374,AU...35437,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1795,AU...63488,2014,,,,,,,,,,,,,,,,,,,,,1,1
Warnsborn,582,AU...35887,2014,,,,,,,,,,,,,,,,,,,,,1,1
Hoge_Veluwe,1789,AU...63025,2014,,,,,,,,,,,,,,,,,,,,,1,1
Warnsborn,649,AU...90064,2014,,,,,,,,,,,,,,,,,,,,,1,
Westerheide,376,AU...34658,2014,,,,,,,,,,,,,,,,,,,,,1,1
Westerheide,378,AU...34657,2014,,,,,,,,,,,,,,,,,,,,,1,1
Hoge_Veluwe,1589,AU...63626,2014,,,,,,,,,,,,,,,,,,,,,1,
Oosterhout,150,AU...74209,2014,,,,,,,,,,,,,,,,,,,,,1,1
Bennekomse_Bos,1712,AU...65670,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1596,AU...29692,2014,,,,,,,,,,,,,,,,,,,,,1,1
Hoge_Veluwe,1578,AR...93948,2014,,,,,,,,,,,,,,,,,,,,,1,1
Hoge_Veluwe,1610,AR...98849,2014,,,,,,,,,,,,,,,,,,,,,1,1
Hoge_Veluwe,1609,AR...98867,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1595,AR...98897,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1614,AR...98949,2014,,,,,,,,,,,,,,,,,,,,,1,1
Hoge_Veluwe,1548,AU...14642,2014,,,,,,,,,,,,,,,,,,,,,1,
Oosterhout,144,AU...74611,2014,,,,,,,,,,,,,,,,,,,,,1,
Oosterhout,251,AR...93923,2014,,,,,,,,,,,,,,,,,,,,,1,
Oosterhout,250,AR...93926,2014,,,,,,,,,,,,,,,,,,,,,1,1
Oosterhout,186,AR...93928,2014,,,,,,,,,,,,,,,,,,,,,1,1
Hoge_Veluwe,1598,AU...29686,2014,,,,,,,,,,,,,,,,,,,,,1,1
Oosterhout,142,AU...74271,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1599,AU...29678,2014,,,,,,,,,,,,,,,,,,,,,1,
Oosterhout,140,AU...74207,2014,,,,,,,,,,,,,,,,,,,,,1,
Oosterhout,139,AU...74199,2014,,,,,,,,,,,,,,,,,,,,,1,
Oosterhout,249,AU...74196,2014,,,,,,,,,,,,,,,,,,,,,1,
Oosterhout,239,AU...74169,2014,,,,,,,,,,,,,,,,,,,,,1,1
Oosterhout,238,AU...74168,2014,,,,,,,,,,,,,,,,,,,,,1,
Oosterhout,237,AU...74167,2014,,,,,,,,,,,,,,,,,,,,,1,1
Oosterhout,242,AU...74092,2014,,,,,,,,,,,,,,,,,,,,,1,1
Oosterhout,241,AU...74087,2014,,,,,,,,,,,,,,,,,,,,,1,
Oosterhout,244,AU...74083,2014,,,,,,,,,,,,,,,,,,,,,1,1
Oosterhout,267,AU...74079,2014,,,,,,,,,,,,,,,,,,,,,1,1
Oosterhout,266,AU...74052,2014,,,,,,,,,,,,,,,,,,,,,1,
Oosterhout,265,AU...64460,2014,,,,,,,,,,,,,,,,,,,,,1,
Oosterhout,135,AU...74552,2014,,,,,,,,,,,,,,,,,,,,,1,
Buunderkamp,1812,AU...30899,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1791,AU...63489,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1794,AU...63431,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1581,AU...63187,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1804,AU...63185,2014,,,,,,,,,,,,,,,,,,,,,1,
Bennekomse_Bos,1716,AU...65593,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1800,AU...62849,2014,,,,,,,,,,,,,,,,,,,,,1,1
Hoge_Veluwe,1801,AU...62848,2014,,,,,,,,,,,,,,,,,,,,,1,1
Hoge_Veluwe,1802,AU...62184,2014,,,,,,,,,,,,,,,,,,,,,1,
Bennekomse_Bos,1737,AU...65594,2014,,,,,,,,,,,,,,,,,,,,,1,
Bennekomse_Bos,1768,AU...65602,2014,,,,,,,,,,,,,,,,,,,,,1,
Bennekomse_Bos,1713,AU...65649,2014,,,,,,,,,,,,,,,,,,,,,1,
Warnsborn,6,AU...34549,2014,,,,,,,,,,,,,,,,,,,,,1,
Warnsborn,19,AU...16989,2014,,,,,,,,,,,,,,,,,,,,,1,
Buunderkamp,1813,AU...30844,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1790,AU...63551,2014,,,,,,,,,,,,,,,,,,,,,1,
Buunderkamp,1720,AU...30912,2014,,,,,,,,,,,,,,,,,,,,,1,
Buunderkamp,1778,AU...30928,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1641,AR...77000,2014,,,,,,,,,,,,,,,,,,,,,1,1
Hoge_Veluwe,1579,AR...93930,2014,,,,,,,,,,,,,,,,,,,,,1,
Buunderkamp,1543,AU...30981,2014,,,,,,,,,,,,,,,,,,,,,1,
Buunderkamp,1539,AU...30979,2014,,,,,,,,,,,,,,,,,,,,,1,
Buunderkamp,1570,AU...30977,2014,,,,,,,,,,,,,,,,,,,,,1,
Buunderkamp,1558,AU...30974,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1549,AU...30820,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1551,AU...30818,2014,,,,,,,,,,,,,,,,,,,,,1,
Hoge_Veluwe,1583,AU...30350,2014,,,,,,,,,,,,,,,,,,,,,1,1
Hoge_Veluwe,1580,AU...29677,2014,,,,,,,,,,,,,,,,,,,,,1,
Bennekomse_Bos,1711,AU...69609,2014,,,,,,,,,,,,,,,,,,,,,1,
